mes,temperatura_c,umidade_relativa,velocidade_vento_kmh,precipitacao_mm,dias_sem_chuva,ndvi,indice_fwi,latitude,longitude,altitude_m,tipo_cobertura,ocorrencia_foco
12,30.9,47.2,2.9,2.2,4,0.716,13.3,-26.6363,-73.4626,2231.0,floresta,1
2,22.7,56.8,16.0,5.8,5,0.516,12.6,-30.7229,-49.018,559.0,pastagem,1
6,33.0,20.7,13.0,2.9,12,0.633,23.0,-16.3597,-41.1026,483.0,floresta,1
7,33.9,33.1,30.3,1.5,8,0.417,26.0,3.9309,-50.4438,418.0,pastagem,1
6,37.6,33.5,26.5,9.2,12,0.217,26.9,-31.4037,-55.9236,730.0,urbano,0
12,21.7,75.7,20.2,6.4,6,0.869,12.5,2.2319,-34.171,981.0,floresta,0
6,33.1,39.7,1.2,0.1,14,0.506,19.7,-22.5116,-49.4434,478.0,cerrado,1
12,23.7,72.4,3.2,22.9,1,0.54,2.7,-30.8203,-42.0808,757.0,pastagem,0
1,30.0,63.6,18.5,4.9,6,0.398,16.9,-26.4321,-65.1168,878.0,pastagem,0
9,36.1,31.6,8.1,5.5,15,0.566,23.1,-29.2387,-66.2405,936.0,agricultura,1
8,38.1,39.6,26.5,0.2,12,0.585,28.5,-7.1616,-37.0572,361.0,pastagem,1
3,25.9,68.8,9.8,1.8,5,0.7,12.2,3.318,-36.9056,298.0,floresta,0
3,31.7,74.3,14.8,1.2,4,0.512,15.5,4.5636,-68.868,366.0,agricultura,0
9,38.4,36.4,14.0,3.9,8,0.823,22.4,-30.3066,-35.4553,446.0,floresta,1
8,26.4,18.2,9.6,4.8,10,0.68,17.8,-12.208,-44.8365,539.0,floresta,1
8,35.4,17.4,18.7,2.6,6,0.235,23.1,-16.4793,-62.0368,61.0,urbano,0
1,31.8,56.1,15.6,6.9,3,0.405,15.5,-22.3784,-65.2826,741.0,pastagem,1
8,32.0,9.9,3.5,0.1,16,0.483,23.0,-12.5397,-47.9414,189.0,cerrado,1
12,23.2,81.5,37.1,2.0,5,0.516,18.2,-23.6742,-70.1025,875.0,cerrado,0
1,31.8,67.2,3.2,2.5,5,0.74,12.8,-23.883,-45.5753,175.0,floresta,0
6,28.2,30.4,5.1,0.1,13,0.514,18.8,3.2978,-41.1134,425.0,pastagem,1
6,32.3,24.7,14.6,1.4,9,0.5,21.7,-4.5528,-53.6403,316.0,agricultura,1
11,27.8,72.3,12.7,8.8,3,0.635,11.3,-3.9047,-40.9765,54.0,pastagem,0
4,30.9,46.6,16.5,11.6,6,0.457,16.5,-13.5804,-47.0167,200.0,agricultura,0
6,30.5,25.8,7.9,2.8,16,0.488,22.0,-16.8492,-50.8571,1057.0,pastagem,1
9,30.3,28.8,13.4,1.1,15,0.768,23.1,-18.4494,-56.932,219.0,floresta,0
1,28.4,61.4,5.4,2.7,7,0.448,13.3,-27.8075,-47.9046,207.0,cerrado,0
10,32.0,67.4,9.8,3.9,3,0.907,13.6,3.9708,-35.0264,1058.0,floresta,0
10,37.1,74.3,24.4,4.5,1,0.79,18.7,-7.3307,-69.2872,553.0,floresta,0
9,27.0,50.5,3.2,0.3,14,0.718,16.7,-13.706,-67.2512,194.0,floresta,0
8,34.3,38.0,19.5,0.9,15,0.532,26.2,-9.0621,-47.4793,350.0,agricultura,1
9,28.7,50.2,8.4,0.7,13,0.863,18.5,4.8933,-34.6173,1406.0,floresta,0
10,32.1,51.9,4.5,20.6,2,0.482,9.3,-23.4913,-54.0165,933.0,cerrado,0
11,24.2,38.1,4.7,12.6,3,0.504,8.9,0.3923,-58.1588,220.0,agricultura,0
6,30.3,29.9,8.2,2.6,11,0.533,19.2,-29.1847,-35.5846,430.0,pastagem,0
6,30.6,28.3,20.1,0.4,18,0.793,27.0,-32.7875,-62.8465,340.0,floresta,1
8,32.7,30.4,13.3,3.1,10,0.594,21.2,1.6616,-60.8458,346.0,cerrado,1
3,29.3,48.5,2.9,2.0,2,0.479,11.5,-29.7095,-57.1216,400.0,agricultura,0
11,29.9,54.5,18.8,10.6,4,0.424,15.4,-6.924,-53.2269,85.0,cerrado,0
10,28.0,67.4,16.7,3.8,9,0.76,16.9,-14.8062,-71.8386,159.0,floresta,1
8,27.7,58.6,1.7,4.4,14,0.405,15.2,-17.3877,-57.8967,794.0,pastagem,0
4,30.9,39.3,4.3,0.6,0,0.541,12.6,4.6128,-50.6927,840.0,cerrado,1
5,32.8,22.5,21.6,3.0,14,0.406,26.3,-20.7203,-69.0531,409.0,pastagem,1
6,37.6,28.5,9.6,4.7,16,0.794,25.1,-29.4519,-55.5548,308.0,floresta,0
8,30.2,47.2,18.7,1.2,10,0.472,20.9,-23.7161,-61.7085,325.0,agricultura,0
10,21.6,57.5,0.8,3.7,4,0.265,7.4,3.6187,-69.5391,1041.0,urbano,0
9,32.9,29.3,0.4,1.5,15,0.599,20.3,2.5482,-37.3594,1138.0,cerrado,0
12,33.2,68.6,15.3,8.6,2,0.476,14.3,-21.9038,-59.6812,936.0,cerrado,0
12,28.6,71.5,5.9,2.6,4,0.881,11.4,-12.2518,-54.284,450.0,floresta,0
9,32.2,37.8,15.9,0.6,12,0.392,22.8,-10.5352,-53.0099,306.0,pastagem,1
5,29.5,28.2,18.9,7.0,13,0.69,22.3,4.2222,-67.3629,623.0,floresta,1
8,40.0,41.2,6.0,1.0,14,0.534,24.0,-9.3189,-51.3404,271.0,pastagem,1
6,28.9,35.2,9.0,1.4,11,0.153,18.7,-0.7145,-64.1661,420.0,urbano,1
8,30.1,35.1,7.5,0.9,14,0.788,20.4,-27.4962,-49.7975,411.0,floresta,0
10,30.3,53.9,5.9,9.3,5,0.447,12.5,-14.2456,-69.3071,376.0,cerrado,0
5,25.6,49.1,11.4,0.7,19,0.751,21.1,-3.9662,-42.3199,225.0,floresta,1
7,38.1,41.0,17.6,1.3,18,0.541,28.5,-31.4077,-39.4615,487.0,cerrado,1
1,30.5,72.4,5.2,13.2,3,0.469,9.3,-16.5905,-34.7835,278.0,agricultura,0
9,36.6,54.0,5.1,3.5,9,0.739,18.3,2.9106,-38.1802,56.0,floresta,0
6,35.2,43.5,6.1,1.0,14,0.453,21.7,-3.3504,-47.433,89.0,pastagem,0
6,32.4,31.9,14.6,1.6,13,0.629,23.1,-27.7169,-68.2154,331.0,cerrado,1
7,28.7,50.5,18.8,0.5,14,0.475,22.2,-14.408,-70.5071,160.0,cerrado,1
3,27.4,65.6,7.4,5.2,4,0.578,11.2,-15.5293,-70.8374,334.0,floresta,0
8,29.1,69.2,1.3,8.1,15,0.599,14.8,-28.4221,-40.4016,820.0,agricultura,0
9,34.9,41.7,3.8,3.3,17,0.447,22.0,-21.2621,-43.4056,288.0,agricultura,1
5,36.2,46.4,7.0,0.5,9,0.734,19.8,-26.1343,-65.0984,534.0,floresta,0
2,33.9,63.5,4.6,0.5,4,0.406,14.3,4.5587,-64.5399,875.0,pastagem,0
5,34.5,36.8,2.9,0.5,14,0.444,21.0,-13.8242,-70.1357,808.0,cerrado,1
3,31.7,56.9,10.0,0.9,5,0.748,15.8,-27.1518,-35.1258,482.0,floresta,0
5,31.8,41.5,43.2,1.3,7,0.528,27.8,-15.2388,-63.954,859.0,cerrado,1
8,31.1,44.3,4.0,4.3,12,0.815,17.5,-29.5739,-40.0915,144.0,floresta,0
2,29.9,73.9,11.5,4.4,1,0.456,11.6,-1.0184,-43.3932,230.0,agricultura,0
9,31.5,41.7,14.1,0.7,16,0.355,23.6,-8.7043,-41.9145,1375.0,cerrado,0
3,29.1,54.4,14.9,3.5,4,0.393,15.3,-13.2081,-48.8555,482.0,agricultura,0
11,23.8,56.1,9.2,8.4,0,0.289,8.1,-5.2637,-65.4735,551.0,urbano,0
9,29.5,22.1,3.1,1.8,13,0.483,19.0,-21.2533,-65.1886,334.0,cerrado,1
4,30.5,79.9,17.5,1.7,6,0.494,16.3,-17.5335,-36.6558,299.0,pastagem,1
7,36.5,31.5,2.0,3.3,16,0.143,22.4,-29.563,-51.8623,234.0,urbano,0
2,24.1,71.6,8.5,1.3,4,0.845,10.3,-23.8231,-47.1724,589.0,floresta,0
2,30.7,63.3,7.8,5.7,5,0.788,13.3,-31.7621,-52.7824,568.0,floresta,0
12,25.9,63.6,3.3,2.9,5,0.434,10.3,-29.0351,-60.3012,618.0,cerrado,0
10,28.1,58.6,6.1,4.0,3,0.356,11.3,-8.1349,-45.8195,458.0,pastagem,0
2,33.7,50.5,14.6,1.4,1,0.081,16.5,-24.4214,-39.62,172.0,urbano,0
4,31.2,48.4,8.4,5.3,4,0.623,14.4,-32.7437,-64.6491,195.0,cerrado,1
3,31.2,80.7,2.4,1.1,4,0.449,11.1,-25.5617,-67.4978,268.0,cerrado,0
5,40.6,39.4,16.1,0.8,16,0.42,28.4,-21.3128,-71.3635,842.0,pastagem,1
4,25.2,73.5,29.7,3.8,11,0.544,20.1,-27.6285,-37.8734,509.0,cerrado,0
4,24.1,76.6,2.8,1.8,3,0.518,7.7,-24.9048,-46.5083,714.0,agricultura,0
7,30.1,33.1,9.0,5.0,10,0.413,18.2,4.0811,-45.5742,367.0,pastagem,1
3,27.0,65.1,9.3,2.7,3,0.374,11.6,-32.0867,-71.8261,583.0,agricultura,0
11,18.6,60.5,2.7,3.5,1,0.683,5.0,-11.5341,-58.0553,109.0,floresta,0
9,32.2,24.1,22.1,1.5,9,0.416,23.8,-3.2143,-71.7078,282.0,agricultura,1
10,25.8,57.8,9.4,0.7,2,0.05,11.5,4.2963,-46.442,225.0,urbano,0
3,31.1,67.1,17.9,0.3,2,0.235,15.9,-19.3756,-60.3036,1448.0,urbano,0
9,34.4,32.0,12.0,1.1,19,0.24,26.4,-21.4232,-34.7717,237.0,urbano,1
11,25.6,56.1,21.5,0.4,6,0.364,17.2,-16.9112,-45.1654,149.0,pastagem,1
3,30.4,57.9,11.9,7.0,2,0.554,13.0,-9.1405,-68.2922,618.0,pastagem,0
10,30.9,85.3,6.6,7.3,2,0.771,9.7,-16.2721,-66.7148,622.0,floresta,0
5,29.9,16.0,13.8,2.1,12,0.618,22.3,-20.4727,-69.1245,646.0,cerrado,1
10,26.0,66.0,4.7,10.3,1,0.562,7.2,1.6589,-64.02,312.0,agricultura,0
6,24.1,35.0,14.8,1.1,12,0.539,18.9,-17.3799,-35.1529,565.0,cerrado,1
10,23.6,52.3,4.0,17.0,3,0.288,6.5,-25.9309,-34.5853,531.0,pastagem,0
2,25.0,56.7,8.8,6.3,3,0.466,10.4,4.8548,-62.5238,135.0,pastagem,0
5,33.3,46.0,7.5,4.7,12,0.492,19.3,-11.4853,-64.2318,26.0,pastagem,1
4,24.2,68.7,11.3,9.9,2,0.498,8.7,-0.6741,-63.7365,254.0,cerrado,0
3,25.9,62.2,23.9,3.9,4,0.513,16.0,-20.8063,-53.7659,462.0,agricultura,0
4,23.1,73.1,5.9,6.3,4,0.548,8.0,-24.2056,-54.7317,86.0,cerrado,0
5,33.7,53.2,17.1,2.5,16,0.424,24.3,-25.7798,-56.0625,308.0,agricultura,1
2,29.7,69.8,22.0,0.3,4,0.772,17.3,-4.3004,-70.816,473.0,floresta,0
9,34.6,31.4,16.8,0.2,10,0.459,23.6,3.7332,-63.6654,487.0,agricultura,1
7,33.0,43.9,11.2,5.9,16,0.53,22.2,2.7737,-55.8323,1233.0,agricultura,1
10,21.8,66.0,10.8,8.3,6,0.153,10.0,-6.1278,-65.3744,622.0,urbano,0
9,30.5,28.2,5.6,3.9,15,0.723,20.4,-5.5264,-49.018,55.0,floresta,0
2,26.4,41.2,2.0,3.7,3,0.369,10.6,-22.9317,-67.8406,1016.0,agricultura,0
1,26.4,35.7,9.7,16.1,7,0.727,12.8,-18.739,-59.6331,278.0,cerrado,0
6,33.3,38.8,23.3,1.2,16,0.514,27.3,-30.482,-43.6415,150.0,cerrado,0
6,38.7,41.6,25.5,2.5,16,0.69,29.9,-11.6104,-50.3348,278.0,floresta,1
3,31.2,45.8,2.5,18.1,4,0.498,10.2,3.4256,-37.5047,167.0,pastagem,0
10,24.0,72.6,25.0,9.2,5,0.215,14.1,-7.7589,-62.4651,23.0,urbano,0
7,35.7,39.8,14.2,0.4,12,0.494,23.7,-16.5809,-73.5876,215.0,pastagem,1
9,35.6,54.2,13.1,1.3,17,0.602,24.6,-21.3772,-53.7493,485.0,cerrado,1
2,24.8,64.4,23.2,6.5,4,0.638,14.5,-14.233,-65.1499,505.0,cerrado,1
10,31.4,47.2,18.8,8.8,5,0.465,17.5,-19.8638,-69.0705,583.0,cerrado,1
3,27.4,65.5,4.0,14.5,6,0.792,9.3,2.1445,-73.2877,517.0,floresta,0
6,27.4,46.0,5.0,2.7,9,0.374,14.8,-6.0334,-50.537,507.0,agricultura,1
6,34.8,31.4,1.8,1.3,15,0.755,21.5,-23.0951,-58.55,233.0,floresta,1
10,28.9,42.7,12.7,3.5,3,0.504,14.9,-16.4424,-61.0677,200.0,pastagem,0
4,27.1,61.2,4.4,3.7,3,0.478,10.2,-32.5144,-58.7428,197.0,cerrado,0
3,27.9,48.0,6.4,2.7,5,0.95,13.3,-32.1711,-43.4736,290.0,floresta,0
5,30.1,51.5,21.3,0.8,10,0.551,21.4,-16.0798,-64.7146,647.0,cerrado,1
5,35.4,33.1,13.9,3.8,12,0.635,23.3,-16.404,-53.6129,64.0,floresta,0
3,27.8,80.7,14.2,5.6,3,0.506,11.8,-32.5509,-34.2402,398.0,pastagem,0
3,28.7,34.5,36.6,2.8,6,0.628,24.1,-19.0544,-72.003,314.0,pastagem,1
3,29.4,61.6,0.2,5.0,5,0.321,10.8,-22.6709,-47.6941,806.0,agricultura,0
6,28.4,55.2,4.6,0.9,12,0.607,16.4,-22.3734,-46.6879,940.0,cerrado,0
5,29.4,27.3,7.4,0.1,24,0.701,25.8,-20.2034,-57.0903,410.0,floresta,1
5,24.2,36.1,4.9,2.7,16,0.546,17.5,-10.2778,-41.7118,407.0,cerrado,0
9,35.3,33.2,17.8,4.0,17,0.395,26.8,-5.4713,-47.1437,373.0,agricultura,1
3,23.2,51.8,8.2,11.4,7,0.518,10.7,-18.1163,-45.5089,1187.0,pastagem,0
11,28.5,62.9,3.6,10.7,2,0.175,8.6,4.3014,-68.8236,181.0,urbano,0
10,29.5,44.5,11.9,1.2,6,0.873,16.7,-10.8853,-52.1056,72.0,floresta,0
3,30.4,58.7,13.4,16.0,3,0.368,12.1,-6.6544,-67.3068,208.0,pastagem,0
4,23.2,66.2,3.9,2.4,6,0.433,9.7,-15.8076,-70.8128,754.0,pastagem,0
3,27.7,57.4,8.5,0.9,2,0.365,12.1,2.7035,-57.0194,514.0,cerrado,0
4,34.7,48.0,13.6,6.4,2,0.95,16.3,-12.5272,-70.052,157.0,floresta,0
5,39.9,50.4,22.1,4.9,8,0.704,24.3,-4.6935,-73.9844,394.0,cerrado,1
2,31.9,68.8,5.4,14.4,4,0.724,10.5,-13.2112,-35.1552,788.0,cerrado,0
1,29.3,47.5,14.7,5.1,5,0.673,16.0,-0.0426,-38.9241,657.0,cerrado,1
6,29.0,22.5,6.1,3.7,13,0.453,19.3,-3.9372,-66.5645,80.0,agricultura,1
9,35.9,26.6,10.3,8.3,14,0.776,23.0,-1.647,-68.0046,625.0,floresta,1
4,27.4,66.5,4.2,3.3,6,0.523,11.5,-30.6034,-60.2775,747.0,agricultura,0
11,30.2,63.3,14.4,7.9,9,0.48,16.7,-11.2506,-69.4948,292.0,pastagem,0
5,30.5,47.5,19.6,5.0,13,0.692,22.0,-13.1321,-60.4427,352.0,floresta,0
11,27.3,56.1,8.8,0.9,8,0.358,15.1,-18.1928,-45.7858,373.0,pastagem,1
3,28.7,48.9,7.9,1.1,3,0.443,13.4,-22.4457,-64.423,1427.0,cerrado,0
7,34.0,49.0,7.3,5.7,14,0.746,20.2,-1.9329,-42.8556,564.0,floresta,0
10,30.0,53.4,3.2,12.6,2,0.424,9.4,-22.0006,-37.0845,414.0,pastagem,0
1,25.7,62.2,16.5,2.2,4,0.514,14.0,-11.4418,-72.4788,455.0,cerrado,0
12,22.6,41.4,21.8,1.1,4,0.57,15.8,-14.1151,-52.3765,70.0,cerrado,0
5,39.5,31.2,5.1,1.9,10,0.439,22.0,-13.6191,-70.941,649.0,cerrado,1
6,43.0,50.1,11.4,0.7,11,0.382,24.9,2.4845,-51.9545,1050.0,pastagem,1
8,34.8,29.4,14.1,0.7,17,0.389,26.4,0.9456,-72.5114,1013.0,pastagem,1
8,27.7,47.8,6.0,0.3,13,0.516,17.6,-10.6152,-54.109,221.0,pastagem,1
1,24.9,32.0,25.4,5.3,10,0.466,20.8,-25.2905,-56.9201,560.0,pastagem,1
11,30.0,53.3,11.5,0.9,3,0.477,14.8,-25.974,-35.6942,93.0,pastagem,1
8,38.4,35.9,2.5,2.7,13,0.125,21.7,-28.8521,-66.7314,706.0,urbano,1
12,23.1,80.9,20.4,14.8,4,0.783,10.1,-15.4464,-69.6629,170.0,floresta,0
6,32.5,24.0,9.0,1.9,10,0.388,20.5,-25.7939,-71.0783,827.0,pastagem,1
8,33.8,46.1,6.9,3.8,10,0.721,18.5,-16.0961,-68.4141,572.0,floresta,0
6,36.5,50.7,15.6,1.3,16,0.58,25.5,-19.7294,-50.5491,68.0,cerrado,1
11,26.6,51.3,6.2,1.8,4,0.448,12.1,-31.7997,-35.0662,781.0,agricultura,0
10,21.7,55.5,24.4,3.3,1,0.542,13.3,-3.0166,-50.1699,43.0,cerrado,0
11,30.5,61.7,20.9,0.5,3,0.758,17.3,3.1152,-47.9219,197.0,floresta,0
7,37.5,20.2,26.6,0.7,19,0.356,33.1,-17.5653,-49.3842,108.0,pastagem,1
10,27.7,54.5,35.3,4.0,6,0.504,21.7,-21.0837,-66.9857,1545.0,cerrado,1
5,34.6,53.3,14.0,1.5,11,0.155,21.5,-31.1292,-36.2167,559.0,urbano,0
6,31.1,44.3,9.7,3.9,14,0.169,20.3,-32.3201,-34.3268,430.0,urbano,0
10,24.6,58.1,6.0,17.2,6,0.406,8.6,-8.8922,-67.7539,304.0,cerrado,0
1,32.1,61.4,15.0,6.2,1,0.442,14.1,-12.4959,-64.0464,1819.0,agricultura,0
9,34.5,45.0,34.6,0.4,9,0.523,27.5,-3.1825,-51.189,379.0,pastagem,1
1,30.0,69.3,3.2,1.3,4,0.485,11.6,-12.3072,-37.2372,1761.0,pastagem,0
7,39.0,31.3,12.3,0.7,16,0.748,27.1,-25.6528,-50.7605,416.0,floresta,0
6,28.8,56.4,2.5,0.6,19,0.406,19.4,-0.2083,-58.9108,958.0,agricultura,1
6,30.8,53.8,2.4,1.9,13,0.458,17.2,0.7263,-58.8023,1061.0,pastagem,0
6,33.6,46.1,22.3,0.4,14,0.277,25.7,-3.3396,-57.9951,228.0,urbano,1
6,30.7,27.9,19.9,5.3,12,0.621,23.0,3.1587,-36.7719,561.0,agricultura,1
5,36.1,25.8,5.7,3.3,9,0.508,20.3,0.2812,-43.1575,906.0,cerrado,1
6,32.3,34.1,3.8,4.0,11,0.415,18.2,-15.2026,-41.9762,53.0,agricultura,1
7,29.0,38.7,27.3,0.7,12,0.589,24.7,-1.0149,-72.2739,754.0,cerrado,1
10,28.3,38.8,4.1,1.4,6,0.529,14.2,-5.2144,-61.6197,666.0,agricultura,0
7,33.7,43.9,2.9,0.7,17,0.781,21.6,-14.2709,-42.6575,631.0,floresta,0
8,36.7,53.4,4.2,1.6,11,0.499,19.5,-17.4004,-69.2576,205.0,cerrado,1
11,29.6,66.9,13.2,4.9,8,0.395,15.9,-6.5204,-63.5397,43.0,agricultura,0
12,29.8,51.9,38.5,16.0,6,0.834,21.4,-30.2999,-41.0857,288.0,floresta,0
2,29.3,50.5,6.1,18.6,4,0.572,10.0,-7.2601,-51.659,292.0,agricultura,0
9,32.2,41.6,22.1,1.7,9,0.751,22.6,-17.049,-52.2365,662.0,floresta,0
3,25.1,58.2,10.7,0.7,6,0.587,13.6,-18.4875,-62.1935,238.0,pastagem,0
3,29.2,65.3,1.3,3.6,2,0.469,9.5,-15.133,-70.2927,708.0,pastagem,0
10,26.7,67.2,6.2,38.3,5,0.766,4.2,2.5233,-39.3982,49.0,floresta,0
1,34.8,73.1,20.0,0.8,3,0.405,18.1,4.1754,-66.7364,763.0,agricultura,1
11,33.4,46.4,19.3,6.6,2,0.644,17.5,4.0836,-52.9338,271.0,floresta,0
10,30.5,62.7,5.5,2.2,3,0.459,12.3,-8.4503,-50.3023,520.0,agricultura,0
12,29.5,55.6,16.4,25.4,3,0.23,11.0,-2.288,-54.9197,151.0,urbano,0
9,32.6,36.8,8.9,2.2,16,0.637,22.6,-26.6671,-41.4599,622.0,pastagem,1
11,23.0,70.4,12.8,2.2,3,0.205,10.6,-12.9022,-73.7997,451.0,urbano,0
2,27.1,71.7,22.9,3.0,3,0.497,15.2,-21.1636,-59.4979,584.0,pastagem,0
11,28.4,76.8,5.7,0.2,3,0.134,10.8,-26.4868,-45.9915,1355.0,urbano,0
2,28.9,65.1,7.2,6.5,4,0.517,11.6,-6.2509,-72.0709,274.0,agricultura,0
4,29.9,58.7,23.2,6.7,3,0.456,16.7,-32.6548,-37.1625,147.0,pastagem,0
2,31.7,57.0,35.9,0.8,5,0.124,23.6,-0.1127,-58.8443,505.0,urbano,1
5,30.2,17.2,18.3,2.7,13,0.557,24.1,4.7015,-50.1939,240.0,pastagem,1
9,30.3,54.1,12.3,5.5,18,0.439,21.7,-20.8243,-73.6216,371.0,pastagem,1
4,33.8,56.1,18.2,1.1,4,0.588,18.8,-27.9632,-52.4263,390.0,agricultura,0
10,31.1,66.1,6.2,8.8,9,0.451,14.2,-2.9727,-65.7394,1620.0,pastagem,0
8,31.4,46.1,10.2,2.7,19,0.753,23.2,-2.5695,-60.5684,316.0,floresta,0
8,32.6,23.1,2.3,1.7,13,0.487,20.1,-3.2916,-36.4846,850.0,cerrado,1
12,27.6,48.9,6.3,6.2,6,0.422,12.9,-6.1854,-45.2844,53.0,pastagem,1
6,33.1,56.6,13.4,0.9,10,0.897,20.1,-3.0126,-48.1582,298.0,floresta,0
5,34.9,41.5,11.4,2.1,12,0.378,22.0,-0.2094,-34.4503,409.0,pastagem,1
12,38.1,53.0,0.8,11.0,1,0.603,12.2,-31.6926,-66.849,327.0,cerrado,0
7,33.8,36.5,8.1,0.5,14,0.525,22.2,4.68,-71.5641,389.0,cerrado,1
8,35.7,51.0,11.2,0.7,20,0.547,25.9,-3.9395,-43.2575,200.0,agricultura,0
4,21.3,71.2,11.5,1.9,7,0.567,11.4,-12.2907,-73.0772,813.0,cerrado,0
3,26.1,42.4,2.9,7.6,5,0.393,10.9,-17.8299,-42.8321,224.0,agricultura,0
3,32.9,79.6,16.6,6.6,3,0.463,14.7,4.5484,-53.7556,166.0,pastagem,0
3,29.6,71.6,32.6,1.7,3,0.373,19.5,-29.4716,-64.9232,491.0,urbano,0
3,10.4,58.2,18.1,4.8,5,0.525,7.8,-3.8103,-48.3867,591.0,agricultura,0
9,35.7,23.7,10.2,1.5,10,0.624,22.4,-27.8442,-54.2352,403.0,cerrado,1
1,35.7,72.6,27.8,7.2,4,0.804,20.1,-11.7509,-66.4259,150.0,floresta,0
8,25.0,43.7,6.2,1.0,16,0.563,18.1,-15.3021,-41.7638,888.0,agricultura,0
12,34.1,42.5,15.1,13.9,8,0.393,18.4,-28.9137,-62.4307,440.0,pastagem,0
10,16.9,57.2,9.4,7.3,4,0.77,7.2,-26.2173,-64.1994,383.0,floresta,0
5,36.8,75.5,28.0,4.1,12,0.27,25.1,-19.2631,-46.1735,414.0,urbano,0
1,28.0,60.2,4.3,7.1,6,0.422,11.5,-20.649,-57.2168,1187.0,pastagem,0
11,18.6,51.1,4.3,7.7,5,0.866,7.3,-24.0744,-60.254,174.0,floresta,0
1,29.8,47.9,23.6,0.5,1,0.47,17.8,-14.5142,-51.5978,818.0,cerrado,0
9,37.6,59.3,14.4,2.0,19,0.505,26.4,-10.3924,-47.6199,137.0,agricultura,0
9,34.5,48.2,24.9,1.4,10,0.529,24.6,-5.8145,-69.0241,598.0,cerrado,1
3,30.3,76.9,4.7,14.9,4,0.711,8.9,-20.7216,-38.1876,145.0,agricultura,0
9,31.4,41.0,5.5,3.9,11,0.519,17.9,-8.331,-59.1053,985.0,cerrado,0
3,20.6,75.0,12.6,16.3,0,0.814,4.8,-9.892,-66.1854,595.0,floresta,0
3,30.8,49.8,2.4,2.3,0,0.621,10.9,-6.2671,-68.823,60.0,floresta,0
10,35.0,62.0,12.0,5.0,2,0.407,15.2,3.3363,-38.0346,638.0,agricultura,0
12,32.5,63.4,7.1,17.7,4,0.804,11.0,1.2348,-71.4569,438.0,floresta,0
4,20.0,76.6,9.4,2.2,3,0.179,7.8,-1.1771,-45.6533,87.0,urbano,0
12,21.9,63.8,16.6,15.0,4,0.53,9.6,-5.9922,-73.1836,1358.0,cerrado,0
11,24.6,52.5,17.2,13.6,4,0.174,12.1,-22.3079,-38.849,435.0,urbano,0
10,21.6,60.8,31.5,4.8,3,0.765,15.7,-27.4208,-37.5838,488.0,floresta,0
2,28.2,39.9,21.2,21.5,5,0.313,14.7,-6.5939,-63.3085,368.0,pastagem,0
4,29.6,32.1,1.3,14.2,4,0.773,10.9,-10.6125,-71.5144,514.0,floresta,0
9,27.3,48.0,4.7,0.3,7,0.532,14.0,-11.4528,-72.4316,180.0,cerrado,0
12,31.1,55.5,5.0,18.8,5,0.585,10.6,-6.1073,-35.6778,149.0,agricultura,0
10,30.4,56.9,19.7,4.9,2,0.847,15.9,-9.1111,-48.3463,451.0,floresta,0
6,30.8,48.0,28.5,2.3,14,0.274,25.9,-24.2385,-35.8982,94.0,agricultura,1
3,27.3,76.8,3.3,7.6,4,0.391,8.6,1.7089,-54.785,311.0,pastagem,0
12,20.2,66.4,20.0,9.4,6,0.644,11.8,0.4676,-41.9148,165.0,agricultura,0
4,26.7,83.1,10.3,18.0,3,0.622,7.4,-28.2115,-36.0564,224.0,cerrado,0
5,33.0,44.0,9.2,2.2,10,0.239,19.3,-10.3604,-63.9551,939.0,urbano,1
12,28.7,63.6,6.1,4.5,3,0.46,11.1,1.5716,-70.4126,534.0,agricultura,0
7,34.5,40.9,8.2,0.5,14,0.559,22.3,-7.6363,-62.7695,1033.0,agricultura,1
4,29.0,44.6,12.0,3.0,4,0.659,15.2,-13.1149,-52.0799,250.0,floresta,0
1,26.9,71.5,6.7,13.3,3,0.505,8.2,1.6984,-46.182,716.0,cerrado,0
6,34.1,8.7,13.8,4.8,9,0.528,22.7,-3.7002,-34.973,847.0,agricultura,1
12,32.0,53.0,9.2,3.5,6,0.499,16.0,-8.0208,-42.6108,97.0,pastagem,0
6,32.6,38.3,8.4,3.4,4,0.567,16.1,-16.57,-70.5005,249.0,cerrado,0
9,34.3,28.5,15.8,0.8,16,0.581,26.2,-3.5074,-37.1772,659.0,cerrado,1
4,27.3,54.6,12.9,0.3,8,0.563,16.5,0.0927,-40.2019,294.0,cerrado,0
10,25.4,82.1,0.9,0.7,7,0.425,9.6,-26.755,-65.3929,171.0,pastagem,0
10,30.1,73.2,14.3,14.4,6,0.557,13.1,-6.5193,-38.3072,1664.0,pastagem,0
8,30.8,29.8,12.3,0.1,10,0.698,20.7,-6.4741,-64.913,66.0,cerrado,1
10,29.5,54.4,22.1,10.3,4,0.546,16.3,-27.4255,-53.0205,201.0,cerrado,0
7,33.1,22.7,12.7,2.1,14,0.456,24.0,-0.7802,-43.2389,296.0,cerrado,1
5,31.8,46.5,7.8,4.6,13,0.761,19.2,-0.11,-70.1689,386.0,floresta,0
9,31.7,35.0,5.9,1.9,15,0.787,21.0,-27.8615,-45.7052,364.0,floresta,1
11,26.0,36.4,2.0,8.5,2,0.273,9.3,-5.1858,-53.2896,311.0,pastagem,1
